Invoice ID,Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Date,Time,Payment,cogs,gross income,Rating
279-62-1445,C,Member,Female,Fashion accessories,12.54,1,0.627,2/21/2019,12:38,Cash,12.54,0.627,8.2
213-72-6612,A,Normal,Male,Food and beverages,43.25,2,4.325,3/20/2019,15:56,Cash,86.5,4.325,6.2
746-68-6593,C,Member,Female,Sports and travel,87.16,2,8.716,01/11/2019,14:29,Credit card,174.32,8.716,9.7
836-82-5858,B,Member,Male,Health and beauty,69.37,9,31.2165,1/26/2019,19:14,Ewallet,624.33,31.2165,4.0
583-72-1480,C,Member,Male,Electronic accessories,37.06,4,7.412,1/31/2019,16:24,Ewallet,148.24,7.412,9.7
466-61-5506,B,Member,Female,Electronic accessories,90.7,6,27.21,2/26/2019,10:52,Cash,544.2,27.21,5.3
721-86-6247,A,Normal,Female,Home and lifestyle,63.42,8,25.368,03/11/2019,12:55,Ewallet,507.36,25.368,7.4
289-65-5721,B,Normal,Female,Fashion accessories,81.37,2,8.137,1/26/2019,19:28,Cash,162.74,8.137,6.5
545-46-3100,B,Member,Female,Electronic accessories,10.59,3,1.5885,03/12/2019,13:52,Credit card,31.77,1.5885,8.7
418-02-5978,B,Normal,Female,Health and beauty,84.09,9,37.8405,02/11/2019,10:54,Cash,756.81,37.8405,8.0
269-04-5750,B,Member,Male,Fashion accessories,73.82,4,14.764,2/21/2019,18:31,Cash,295.28,14.764,6.7
157-13-5295,A,Member,Male,Health and beauty,51.94,10,25.97,03/09/2019,18:24,Ewallet,519.4,25.97,6.5
645-78-8093,A,Normal,Female,Sports and travel,93.14,2,9.314,1/20/2019,18:09,Ewallet,186.28,9.314,4.1
211-30-9270,C,Normal,Male,Health and beauty,17.41,5,4.3525,1/28/2019,15:16,Credit card,87.05,4.3525,4.9
755-12-3214,C,Member,Female,Fashion accessories,44.22,5,11.055,03/05/2019,17:07,Credit card,221.1,11.055,8.6
346-84-3103,B,Member,Female,Electronic accessories,13.22,5,3.305,03/02/2019,19:26,Cash,66.1,3.305,4.3
478-06-7835,A,Normal,Male,Fashion accessories,89.69,1,4.4845,01/11/2019,11:20,Ewallet,89.69,4.4845,4.9
540-11-4336,A,Normal,Male,Food and beverages,24.94,9,11.223,01/11/2019,16:49,Credit card,224.46,11.223,5.6
448-81-5016,A,Normal,Male,Health and beauty,59.77,2,5.977,03/11/2019,12:01,Credit card,119.54,5.977,5.8
142-72-4741,C,Member,Male,Fashion accessories,93.2,2,9.32,2/28/2019,18:37,Credit card,186.4,9.32,6.0
217-58-1179,A,Member,Male,Home and lifestyle,62.65,4,12.53,01/05/2019,11:25,Cash,250.6,12.53,4.2
376-02-8238,B,Normal,Male,Home and lifestyle,93.87,8,37.548,02/02/2019,18:42,Credit card,750.96,37.548,8.3
530-90-9855,A,Member,Male,Home and lifestyle,47.59,8,19.036,01/01/2019,14:47,Cash,380.72,19.036,5.7
866-05-7563,B,Member,Female,Electronic accessories,81.4,3,12.21,02/09/2019,19:43,Cash,244.2,12.21,4.8
604-70-6476,A,Member,Male,Fashion accessories,17.94,5,4.485,1/23/2019,14:04,Ewallet,89.7,4.485,6.8
799-71-1548,A,Member,Male,Electronic accessories,77.72,4,15.544,01/07/2019,16:11,Credit card,310.88,15.544,8.8
785-13-7708,B,Normal,Male,Food and beverages,73.06,7,25.571,1/14/2019,19:06,Credit card,511.42,25.571,4.2
845-51-0542,B,Member,Male,Food and beverages,46.55,9,20.9475,02/02/2019,15:34,Ewallet,418.95,20.9475,6.4
662-47-5456,C,Member,Male,Fashion accessories,35.19,10,17.595,3/17/2019,19:06,Credit card,351.9,17.595,8.4
883-17-4236,C,Normal,Female,Sports and travel,14.39,2,1.439,03/02/2019,19:44,Credit card,28.78,1.439,7.2
290-68-2984,A,Normal,Male,Home and lifestyle,23.75,4,4.75,3/16/2019,11:22,Cash,95.0,4.75,5.2
704-11-6354,A,Member,Male,Home and lifestyle,58.9,8,23.56,01/06/2019,11:23,Cash,471.2,23.56,8.9
110-48-7033,B,Member,Male,Fashion accessories,32.62,4,6.524,1/29/2019,14:12,Cash,130.48,6.524,9.0
366-93-0948,A,Member,Male,Electronic accessories,66.35,1,3.3175,1/31/2019,10:46,Credit card,66.35,3.3175,9.7
729-09-9681,A,Member,Male,Home and lifestyle,25.91,6,7.773,02/05/2019,10:16,Ewallet,155.46,7.773,8.7
151-16-1484,A,Member,Male,Electronic accessories,32.25,4,6.45,2/13/2019,12:38,Ewallet,129.0,6.45,6.5
380-94-4661,C,Member,Male,Electronic accessories,65.94,4,13.188,02/07/2019,13:05,Credit card,263.76,13.188,6.9
850-41-9669,A,Normal,Female,Electronic accessories,75.06,9,33.777,3/19/2019,13:25,Ewallet,675.54,33.777,6.2
821-07-3596,C,Normal,Female,Fashion accessories,16.45,4,3.29,03/07/2019,14:53,Ewallet,65.8,3.29,5.6
655-85-5130,B,Member,Female,Fashion accessories,38.3,4,7.66,3/13/2019,19:22,Cash,153.2,7.66,5.7
447-15-7839,A,Member,Female,Sports and travel,22.24,10,11.12,02/09/2019,11:00,Cash,222.4,11.12,4.2
154-74-7179,B,Normal,Male,Sports and travel,54.45,1,2.7225,2/26/2019,19:24,Ewallet,54.45,2.7225,7.9
253-12-6086,A,Member,Female,Sports and travel,98.4,7,34.44,03/12/2019,12:43,Credit card,688.8,34.44,8.7
808-65-0703,C,Normal,Male,Home and lifestyle,35.47,4,7.094,3/14/2019,17:22,Credit card,141.88,7.094,6.9
571-94-0759,B,Member,Female,Food and beverages,74.6,10,37.3,01/08/2019,20:55,Cash,746.0,37.3,9.5
144-51-6085,A,Member,Male,Home and lifestyle,70.74,4,14.148,01/05/2019,16:05,Credit card,282.96,14.148,4.4
731-14-2199,A,Member,Female,Home and lifestyle,35.54,10,17.77,01/04/2019,13:34,Ewallet,355.4,17.77,7.0
783-09-1637,B,Normal,Female,Sports and travel,67.43,5,16.8575,03/06/2019,18:13,Ewallet,337.15,16.8575,6.3
687-15-1097,C,Member,Female,Health and beauty,21.12,2,2.112,01/03/2019,19:17,Cash,42.24,2.112,9.7
126-54-1082,A,Member,Female,Home and lifestyle,21.54,9,9.693,01/07/2019,11:44,Credit card,193.86,9.693,8.8
633-91-1052,A,Normal,Female,Home and lifestyle,12.03,2,1.203,1/27/2019,15:51,Cash,24.06,1.203,5.1
477-24-6490,B,Normal,Female,Health and beauty,99.71,6,29.913,2/26/2019,16:52,Ewallet,598.26,29.913,7.9
566-19-5475,B,Normal,Male,Fashion accessories,47.97,7,16.7895,01/07/2019,20:52,Cash,335.79,16.7895,6.2
526-86-8552,C,Member,Female,Home and lifestyle,21.82,10,10.91,01/07/2019,17:36,Cash,218.2,10.91,7.1
376-56-3573,C,Normal,Female,Fashion accessories,95.42,4,19.084,02/02/2019,13:23,Ewallet,381.68,19.084,6.4
537-72-0426,C,Member,Male,Fashion accessories,70.99,10,35.495,3/20/2019,16:28,Cash,709.9,35.495,5.7
828-61-5674,A,Member,Male,Sports and travel,44.02,10,22.01,3/20/2019,19:57,Credit card,440.2,22.01,9.6
136-08-6195,A,Normal,Female,Home and lifestyle,69.96,8,27.984,2/15/2019,17:01,Credit card,559.68,27.984,6.4
523-38-0215,C,Normal,Male,Home and lifestyle,37.0,1,1.85,03/06/2019,13:29,Credit card,37.0,1.85,7.9
490-29-1201,A,Normal,Female,Sports and travel,15.34,1,0.767,01/06/2019,11:09,Cash,15.34,0.767,6.5
667-92-0055,A,Member,Male,Health and beauty,99.83,6,29.949,03/04/2019,15:02,Ewallet,598.98,29.949,8.5
565-17-3836,A,Member,Female,Health and beauty,47.67,4,9.534,03/12/2019,14:21,Cash,190.68,9.534,9.1
498-41-1961,B,Normal,Male,Health and beauty,66.68,5,16.67,2/20/2019,18:01,Cash,333.4,16.67,7.6
593-95-4461,C,Member,Male,Home and lifestyle,74.86,1,3.743,3/24/2019,14:49,Cash,74.86,3.743,6.9
226-71-3580,C,Normal,Female,Sports and travel,23.75,9,10.6875,1/31/2019,12:02,Cash,213.75,10.6875,9.5
283-79-9594,B,Normal,Female,Food and beverages,48.51,7,16.9785,1/25/2019,13:30,Credit card,339.57,16.9785,5.2
430-60-3493,A,Member,Female,Home and lifestyle,94.88,7,33.208,02/03/2019,14:38,Cash,664.16,33.208,4.2
139-20-0155,B,Member,Male,Electronic accessories,40.3,10,20.15,1/24/2019,17:37,Credit card,403.0,20.15,7.0
558-80-4082,C,Normal,Male,Electronic accessories,27.85,7,9.7475,3/14/2019,17:20,Ewallet,194.95,9.7475,6.0
278-97-7759,A,Member,Female,Electronic accessories,62.48,1,3.124,2/18/2019,20:29,Cash,62.48,3.124,4.7
316-68-6352,A,Member,Female,Food and beverages,36.36,2,3.636,1/21/2019,10:00,Cash,72.72,3.636,7.1
585-03-5943,B,Normal,Male,Health and beauty,18.11,10,9.055,3/13/2019,11:46,Ewallet,181.1,9.055,5.9
211-05-0490,C,Member,Female,Electronic accessories,51.92,5,12.98,03/03/2019,13:42,Cash,259.6,12.98,7.5
727-75-6477,C,Normal,Male,Electronic accessories,28.84,4,5.768,3/29/2019,14:44,Cash,115.36,5.768,6.4
744-02-5987,A,Member,Male,Home and lifestyle,78.38,6,23.514,01/10/2019,14:16,Ewallet,470.28,23.514,5.8
307-83-9164,A,Member,Male,Home and lifestyle,60.01,4,12.002,1/25/2019,15:54,Cash,240.04,12.002,4.5
779-06-0012,C,Member,Female,Home and lifestyle,88.61,1,4.4305,1/19/2019,10:21,Cash,88.61,4.4305,7.7
446-47-6729,C,Normal,Male,Fashion accessories,99.82,2,9.982,01/02/2019,18:09,Credit card,199.64,9.982,6.7
573-10-3877,B,Member,Male,Health and beauty,39.01,1,1.9505,03/12/2019,16:46,Credit card,39.01,1.9505,4.7
735-06-4124,C,Normal,Male,Food and beverages,48.61,1,2.4305,2/25/2019,15:31,Cash,48.61,2.4305,4.4
439-54-7422,A,Normal,Female,Electronic accessories,51.19,4,10.238,3/18/2019,17:15,Credit card,204.76,10.238,4.7
396-90-2219,B,Normal,Female,Electronic accessories,14.96,8,5.984,2/23/2019,12:29,Cash,119.68,5.984,8.6
411-77-0180,A,Member,Male,Electronic accessories,72.2,7,25.27,3/26/2019,20:14,ewallet,505.4,25.27,4.3
286-01-5402,A,Normal,Female,Sports and travel,40.23,7,14.0805,3/30/2019,13:22,Cash,281.61,14.0805,9.6
803-17-8013,A,Member,Female,Home and lifestyle,88.79,8,35.516,2/17/2019,17:09,Cash,710.32,35.516,4.1
512-98-1403,A,Member,Female,Electronic accessories,26.48,3,3.972,3/21/2019,10:40,Ewallet,79.44,3.972,4.7
848-42-2560,A,Normal,Female,Fashion accessories,81.91,2,8.191,03/05/2019,17:43,Cash,163.82,8.191,7.8
532-59-7201,B,Member,Male,Sports and travel,79.93,6,23.979,1/31/2019,14:04,Cash,479.58,23.979,5.5
181-94-6432,C,Member,Male,Fashion accessories,69.33,2,6.933,02/05/2019,19:05,Ewallet,138.66,6.933,9.7
870-76-1733,A,Member,Female,Food and beverages,14.23,5,3.5575,02/01/2019,10:08,Credit card,71.15,3.5575,4.4
423-64-4619,A,Member,Female,Health and beauty,15.55,9,6.9975,03/07/2019,13:12,Cash,139.95,6.9975,5.0
227-07-4446,C,Member,Female,Electronic accessories,78.13,10,39.065,02/10/2019,20:51,Cash,781.3,39.065,4.4
174-36-3675,C,Member,Male,Food and beverages,99.37,2,9.937,2/14/2019,17:29,Cash,198.74,9.937,5.2
428-83-5800,C,Member,Female,Food and beverages,21.08,3,3.162,02/09/2019,10:25,Cash,63.24,3.162,7.3
603-07-0961,C,Member,Male,Electronic accessories,74.79,5,18.6975,01/10/2019,11:34,Cash,373.95,18.6975,4.9
704-20-4138,C,Member,Female,Health and beauty,29.67,7,10.3845,03/11/2019,18:58,Credit card,207.69,10.3845,8.1
787-15-1757,C,Member,Male,Health and beauty,44.07,4,8.814,2/18/2019,16:28,Ewallet,176.28,8.814,8.4
649-11-3678,C,Normal,Female,Food and beverages,22.93,9,10.3185,2/26/2019,20:26,Cash,206.37,10.3185,5.5
622-20-1945,C,Normal,Female,Health and beauty,39.42,1,1.971,1/18/2019,15:08,Cash,39.42,1.971,8.4
372-94-8041,A,Normal,Male,Health and beauty,15.26,6,4.578,2/15/2019,18:03,Ewallet,91.56,4.578,9.8
563-91-7120,A,Normal,Female,Fashion accessories,61.77,5,15.4425,03/08/2019,13:21,Cash,308.85,15.4425,6.7
746-54-5508,A,Normal,Male,Home and lifestyle,21.52,6,6.456,1/17/2019,12:48,Credit card,129.12,6.456,9.4
276-54-0879,B,Normal,Male,Sports and travel,97.74,4,19.548,03/12/2019,19:53,Ewallet,390.96,19.548,6.4
815-11-1168,A,Member,Male,Food and beverages,99.78,5,24.945,03/09/2019,19:09,Cash,498.9,24.945,5.4
719-76-3868,C,Member,Male,Food and beverages,94.26,4,18.852,03/12/2019,16:30,Cash,377.04,18.852,8.6
730-61-8757,B,Member,Male,Health and beauty,51.13,4,10.226,1/25/2019,10:11,Credit card,204.52,10.226,4.0
340-66-0321,A,Member,Male,Electronic accessories,36.36,4,7.272,3/25/2019,13:07,Cash,145.44,7.272,7.6
868-81-1752,B,Normal,Male,Home and lifestyle,22.02,9,9.909,02/07/2019,18:48,Cash,198.18,9.909,6.8
634-97-8956,A,Normal,Male,Food and beverages,32.9,3,4.935,2/17/2019,17:27,Credit card,98.7,4.935,9.1
566-71-1091,A,Normal,Male,Fashion accessories,77.02,5,19.255,02/03/2019,15:59,Cash,385.1,19.255,5.5
442-48-3607,A,Member,Male,Food and beverages,23.48,2,2.348,3/14/2019,11:21,Credit card,46.96,2.348,7.9
835-16-0096,C,Member,Male,Sports and travel,14.7,5,3.675,3/24/2019,13:48,Ewallet,73.5,3.675,8.5
527-09-6272,A,Member,Female,Electronic accessories,28.45,5,7.1125,3/21/2019,10:17,Credit card,142.25,7.1125,9.1
898-04-2717,A,Normal,Male,Fashion accessories,76.4,9,34.38,3/19/2019,15:49,Ewallet,687.6,34.38,7.5
692-27-8933,B,Normal,Female,Sports and travel,57.95,6,17.385,2/24/2019,13:02,Cash,347.7,17.385,5.2
633-09-3463,C,Normal,Female,Electronic accessories,47.65,3,7.1475,3/28/2019,12:58,Credit card,142.95,7.1475,9.5
374-17-3652,B,Member,Female,Food and beverages,42.82,9,19.269,02/05/2019,15:26,Credit card,385.38,19.269,8.9
378-07-7001,B,Member,Male,Electronic accessories,48.09,3,7.2135,02/10/2019,18:23,Credit card,144.27,7.2135,7.8
433-75-6987,B,Member,Female,Health and beauty,55.97,7,19.5895,03/05/2019,19:06,Ewallet,391.79,19.5895,8.9
873-95-4984,B,Member,Female,Health and beauty,76.9,7,26.915,2/15/2019,20:21,Cash,538.3,26.915,7.7
416-13-5917,C,Normal,Female,Food and beverages,97.03,5,24.2575,1/30/2019,16:24,Ewallet,485.15,24.2575,9.3
150-89-8043,A,Normal,Male,Sports and travel,44.65,3,6.6975,2/14/2019,15:04,Cash,133.95,6.6975,6.2
135-84-8019,A,Normal,Female,Fashion accessories,77.93,9,35.0685,2/27/2019,16:10,Ewallet,701.37,35.0685,7.6
441-94-7118,A,Member,Male,Electronic accessories,71.95,1,3.5975,02/04/2019,12:14,Cash,71.95,3.5975,7.3
725-96-3778,C,Member,Female,Home and lifestyle,89.25,8,35.7,1/20/2019,10:13,Cash,714.0,35.7,4.7
531-80-1784,A,Normal,Male,Electronic accessories,26.02,7,9.107,3/28/2019,17:38,Cash,182.14,9.107,5.1
400-45-1220,B,Normal,Female,Health and beauty,13.5,10,6.75,2/27/2019,11:06,Credit card,135.0,6.75,4.8
860-79-0874,C,Member,Female,Fashion accessories,99.3,10,49.65,2/15/2019,14:53,Credit card,993.0,49.65,6.6
834-61-8124,A,Normal,Male,Electronic accessories,51.69,7,18.0915,1/26/2019,18:22,Cash,361.83,18.0915,5.5
115-99-4379,B,Member,Female,Fashion accessories,54.73,7,19.1555,3/14/2019,19:02,Credit card,383.11,19.1555,8.5
565-67-6697,B,Member,Male,Home and lifestyle,27.0,9,12.15,03/02/2019,14:16,Cash,243.0,12.15,4.8
320-49-6392,C,Normal,Female,Electronic accessories,30.24,1,1.512,03/04/2019,15:44,Cash,30.24,1.512,8.4
889-04-9723,B,Member,Female,Food and beverages,89.14,4,17.828,01/07/2019,12:20,Credit card,356.56,17.828,7.8
632-90-0281,C,Normal,Female,Fashion accessories,37.55,10,18.775,03/08/2019,20:01,Credit card,375.5,18.775,9.3
554-42-2417,C,Normal,Female,Sports and travel,95.44,10,47.72,01/09/2019,13:45,Cash,954.4,47.72,5.2
453-63-6187,B,Normal,Male,Electronic accessories,27.5,3,4.125,03/01/2019,15:40,ewallet,82.5,4.125,6.5
578-80-7669,B,Normal,Male,Sports and travel,74.97,1,3.7485,3/16/2019,16:58,Cash,74.97,3.7485,5.6
612-36-5536,A,Member,Male,Food and beverages,80.96,8,32.384,2/17/2019,11:12,Credit card,647.68,32.384,7.4
605-72-4132,C,Normal,Female,Food and beverages,94.47,8,37.788,2/27/2019,15:12,Cash,755.76,37.788,9.1
471-41-2823,C,Normal,Male,Food and beverages,99.79,2,9.979,03/07/2019,20:37,Ewallet,199.58,9.979,8.0
462-67-9126,A,Normal,Male,Home and lifestyle,73.22,6,21.966,1/21/2019,17:44,Cash,439.32,21.966,7.2
272-27-9238,C,Normal,Female,Food and beverages,41.24,4,8.248,2/19/2019,16:23,Cash,164.96,8.248,7.1
834-25-9262,C,Normal,Female,Fashion accessories,81.68,4,16.336,01/06/2019,12:12,Cash,326.72,16.336,9.1
122-61-9553,C,Normal,Female,Electronic accessories,51.32,9,23.094,3/14/2019,19:33,Cash,461.88,23.094,5.6
468-88-0009,A,Member,Male,Home and lifestyle,65.94,4,13.188,3/24/2019,10:29,Cash,263.76,13.188,6.0
613-59-9758,C,Normal,Female,Sports and travel,14.36,10,7.18,1/27/2019,14:28,Cash,143.6,7.18,5.4
254-31-0042,A,Member,Male,Electronic accessories,21.5,9,9.675,03/06/2019,12:46,Credit card,193.5,9.675,7.8
201-86-2184,B,Member,Female,Electronic accessories,26.26,7,9.191,02/02/2019,19:40,Cash,183.82,9.191,9.9
261-12-8671,B,Normal,Female,Fashion accessories,60.96,2,6.096,1/25/2019,19:39,Credit card,121.92,6.096,4.9
730-70-9830,C,Normal,Female,Home and lifestyle,70.11,6,21.033,3/14/2019,17:54,Ewallet,420.66,21.033,5.2
382-25-8917,C,Normal,Male,Fashion accessories,42.08,6,12.624,1/29/2019,12:25,Cash,252.48,12.624,8.9
422-29-8786,A,Normal,Female,Home and lifestyle,67.09,5,16.7725,01/03/2019,16:47,Credit card,335.45,16.7725,9.1
667-23-5919,A,Member,Female,Fashion accessories,96.7,5,24.175,1/14/2019,12:52,Ewallet,483.5,24.175,7.0
843-01-4703,B,Member,Female,Home and lifestyle,35.38,9,15.921,01/05/2019,19:50,Credit card,318.42,15.921,9.6
743-88-1662,C,Normal,Male,Sports and travel,95.49,7,33.4215,2/22/2019,18:17,Ewallet,668.43,33.4215,8.7
595-86-2894,C,Member,Male,Fashion accessories,96.98,4,19.396,02/06/2019,17:20,Ewallet,387.92,19.396,9.4
182-69-8360,B,Normal,Female,Electronic accessories,23.65,4,4.73,1/30/2019,13:32,Credit card,94.6,4.73,4.0
289-15-7034,A,Member,Male,Sports and travel,82.33,4,16.466,01/11/2019,10:37,Credit card,329.32,16.466,7.5
462-78-5240,C,Normal,Female,Electronic accessories,26.61,2,2.661,3/19/2019,14:35,Cash,53.22,2.661,4.2
868-52-7573,B,Normal,Female,Food and beverages,99.69,5,24.9225,1/14/2019,12:09,Cash,498.45,24.9225,9.9
153-58-4872,C,Member,Female,Food and beverages,74.89,4,14.978,03/01/2019,15:32,Ewallet,299.56,14.978,4.2
662-72-2873,A,Normal,Female,Food and beverages,40.94,5,10.235,01/06/2019,13:58,Ewallet,204.7,10.235,9.9
525-88-7307,B,Member,Male,Sports and travel,75.82,1,3.791,1/31/2019,13:19,Cash,75.82,3.791,5.8
689-16-9784,C,Normal,Male,Food and beverages,46.77,6,14.031,03/11/2019,13:37,Cash,280.62,14.031,6.0
725-56-0833,A,Normal,Female,Health and beauty,32.32,10,16.16,2/20/2019,16:49,Credit card,323.2,16.16,10.0
394-41-0748,C,Member,Female,Fashion accessories,54.07,9,24.3315,1/27/2019,14:55,Ewallet,486.63,24.3315,9.5
596-42-3999,B,Normal,Male,Food and beverages,18.22,7,6.377,03/10/2019,14:04,Credit card,127.54,6.377,6.6
541-89-9860,C,Member,Female,Fashion accessories,80.48,3,12.072,2/15/2019,12:31,Cash,241.44,12.072,8.1
173-82-9529,B,Normal,Female,Fashion accessories,37.95,10,18.975,1/26/2019,14:51,Cash,379.5,18.975,9.7
563-36-9814,A,Member,Male,Electronic accessories,76.82,1,3.841,2/13/2019,18:27,Ewallet,76.82,3.841,7.2
308-47-4913,A,Member,Female,Sports and travel,52.26,10,26.13,03/09/2019,12:45,Credit card,522.6,26.13,6.2
885-17-6250,A,Normal,Female,Health and beauty,79.74,1,3.987,03/06/2019,10:36,Ewallet,79.74,3.987,7.3
726-27-2396,A,Normal,Female,Health and beauty,77.5,5,19.375,1/24/2019,20:36,Ewallet,387.5,19.375,4.3
316-01-3952,A,Normal,Female,Food and beverages,54.27,5,13.5675,3/13/2019,14:16,Ewallet,271.35,13.5675,4.6
760-54-1821,B,Normal,Male,Home and lifestyle,13.59,9,6.1155,3/15/2019,10:26,Cash,122.31,6.1155,5.8
793-10-3222,B,Member,Female,Health and beauty,41.06,6,12.318,03/05/2019,13:30,Credit card,246.36,12.318,8.3
346-12-3257,B,Member,Male,Electronic accessories,19.24,9,8.658,03/04/2019,16:28,Cash,173.16,8.658,8.0
110-05-6330,C,Normal,Female,Food and beverages,39.43,6,11.829,3/25/2019,20:18,Credit card,236.58,11.829,9.4
651-61-0874,C,Normal,Male,Home and lifestyle,46.22,4,9.244,03/12/2019,20:04,Credit card,184.88,9.244,6.2
236-86-3015,C,Member,Male,Home and lifestyle,13.98,1,0.699,02/04/2019,13:38,Ewallet,13.98,0.699,9.8
831-64-0259,B,Normal,Female,Fashion accessories,39.75,5,9.9375,2/22/2019,10:43,Ewallet,198.75,9.9375,9.6
587-03-7455,C,Member,Female,Fashion accessories,97.79,7,34.2265,2/16/2019,17:30,Ewallet,684.53,34.2265,4.9
882-40-4577,A,Member,Male,Sports and travel,67.26,4,13.452,1/19/2019,15:28,Credit card,269.04,13.452,8.0
732-67-5346,A,Normal,Male,Food and beverages,13.79,5,3.4475,01/11/2019,19:07,Credit card,68.95,3.4475,7.8
725-32-9708,B,Member,Female,Fashion accessories,68.71,4,13.742,01/04/2019,19:01,Cash,274.84,13.742,4.1
256-08-8343,A,Normal,Female,Home and lifestyle,56.53,4,11.306,03/04/2019,19:48,Ewallet,226.12,11.306,5.5
372-26-1506,C,Normal,Female,Fashion accessories,23.82,5,5.955,1/28/2019,19:24,Ewallet,119.1,5.955,5.4
244-08-0162,B,Normal,Female,Health and beauty,34.21,10,17.105,01/02/2019,13:00,Cash,342.1,17.105,5.1
569-71-4390,B,Normal,Male,Sports and travel,21.87,2,2.187,1/25/2019,14:29,Ewallet,43.74,2.187,6.9
132-23-6451,A,Member,Male,Health and beauty,20.97,5,5.2425,01/04/2019,13:21,Cash,104.85,5.2425,7.8
696-90-2548,A,Normal,Male,Sports and travel,25.84,3,3.876,03/10/2019,18:55,Ewallet,77.52,3.876,6.6
472-15-9636,A,Normal,Male,Home and lifestyle,50.93,8,20.372,3/22/2019,19:36,Ewallet,407.44,20.372,9.2
268-03-6164,B,Normal,Male,Health and beauty,96.11,1,4.8055,1/25/2019,16:28,Ewallet,96.11,4.8055,7.8
750-57-9686,C,Normal,Female,Home and lifestyle,45.38,4,9.076,01/08/2019,13:48,Credit card,181.52,9.076,8.7
186-09-3669,C,Member,Female,Health and beauty,81.51,1,4.0755,1/22/2019,10:57,Ewallet,81.51,4.0755,9.2
848-07-1692,B,Normal,Female,Health and beauty,57.22,2,5.722,01/12/2019,17:13,Ewallet,114.44,5.722,8.3
745-71-3520,A,Member,Female,Electronic accessories,25.22,7,8.827,02/04/2019,10:23,Cash,176.54,8.827,8.2
266-76-6436,C,Member,Female,Food and beverages,38.6,3,5.79,3/28/2019,13:57,Ewallet,115.8,5.79,7.5
740-22-2500,C,Normal,Female,Electronic accessories,84.05,3,12.6075,1/23/2019,13:29,Cash,252.15,12.6075,9.8
271-88-8734,C,Member,Female,Fashion accessories,97.21,10,48.605,02/08/2019,13:00,Credit card,972.1,48.605,8.7
301-81-8610,B,Member,Male,Fashion accessories,25.42,8,10.168,3/19/2019,19:42,Credit card,203.36,10.168,6.7
489-64-4354,C,Normal,Male,Fashion accessories,16.28,1,0.814,03/09/2019,15:36,Cash,16.28,0.814,5.0
198-84-7132,B,Member,Male,Fashion accessories,40.61,9,18.2745,01/02/2019,13:40,Cash,365.49,18.2745,7.0
269-10-8440,A,Member,Male,Health and beauty,53.17,7,18.6095,1/21/2019,18:01,Cash,372.19,18.6095,8.9
650-98-6268,B,Member,Female,Food and beverages,20.87,3,3.1305,3/20/2019,13:53,Credit card,62.61,3.1305,8.0
741-73-3559,B,Normal,Male,Sports and travel,67.27,5,16.8175,2/27/2019,17:27,Cash,336.35,16.8175,6.9
325-77-6186,A,Member,Female,Home and lifestyle,90.65,10,45.325,03/08/2019,10:53,ewallet,906.5,45.325,7.3
286-75-7818,B,Normal,Male,Fashion accessories,69.08,2,6.908,1/31/2019,19:48,Credit card,138.16,6.908,6.9
574-57-9721,C,Normal,Male,Food and beverages,43.27,2,4.327,03/08/2019,16:53,ewallet,86.54,4.327,5.7
459-50-7686,A,Normal,Female,Electronic accessories,23.46,6,7.038,1/13/2019,19:14,ewallet,140.76,7.038,6.4
616-87-0016,B,Normal,Male,Fashion accessories,95.54,7,33.439,03/09/2019,14:36,Credit card,668.78,33.439,9.6
837-55-7229,B,Normal,Female,Fashion accessories,47.44,1,2.372,2/22/2019,18:19,Credit card,47.44,2.372,6.8
751-69-0068,C,Normal,Male,Sports and travel,99.24,9,44.658,3/19/2019,19:09,Ewallet,893.16,44.658,9.0
257-73-1380,C,Member,Male,Sports and travel,82.93,4,16.586,1/20/2019,16:51,Ewallet,331.72,16.586,9.6
345-08-4992,A,Normal,Male,Home and lifestyle,33.99,6,10.197,03/08/2019,15:37,Credit card,203.94,10.197,7.7
549-96-4200,C,Member,Male,Food and beverages,17.04,4,3.408,03/08/2019,20:15,Ewallet,68.16,3.408,7.0
810-60-6344,C,Normal,Female,Electronic accessories,40.86,8,16.344,02/07/2019,14:38,Credit card,326.88,16.344,6.5
450-28-2866,C,Member,Male,Food and beverages,17.44,5,4.36,1/15/2019,19:25,Cash,87.2,4.36,8.1
394-30-3170,B,Member,Female,Sports and travel,88.43,8,35.372,3/22/2019,19:35,Credit card,707.44,35.372,4.3
138-17-5109,A,Member,Female,Home and lifestyle,89.21,9,40.1445,1/15/2019,15:42,Credit card,802.89,40.1445,6.5
192-98-7397,C,Normal,Male,Fashion accessories,12.78,1,0.639,01/08/2019,14:11,Ewallet,12.78,0.639,9.5
301-11-9629,A,Normal,Female,Sports and travel,19.1,7,6.685,1/15/2019,10:43,Cash,133.7,6.685,9.7
390-80-5128,B,Member,Female,Health and beauty,19.15,1,0.9575,1/28/2019,17:58,Credit card,19.15,0.9575,9.5
235-46-8343,C,Member,Male,Food and beverages,27.66,10,13.83,2/14/2019,11:26,Credit card,276.6,13.83,8.9
453-12-7053,C,Normal,Male,Fashion accessories,45.74,3,6.861,03/10/2019,17:38,Credit card,137.22,6.861,6.5
296-11-7041,B,Member,Female,Health and beauty,27.07,1,1.3535,01/12/2019,20:07,Credit card,27.07,1.3535,5.3
